AU,HospitalName,CircuitType,OOBPhone,OrderGroup,CircuitID,CircuitIDLEC,IPCSR,RouterPort,PrimaryIPAddress,SecondaryIPAddress,Notes
283 Closed,VCA Animal Hospital of Royal Oak - Closed,MPLS T1 1.5 Closed,248-541-8254 vr VSI/ADSL 8/16/10,999,DHEC.841083.ATI,HCGS525367MB,12.92.129.182,Fa0/0,10.51.108.1,172.16.70.193,
284,VCA Allen Park Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.51.110.1,,MOUNTING UNIT 1 SLOT 2 OF 4
286 Old,VCA Farmington Hills Animal Hospital - Hospital Building Closed 9/12/2018,"Old -Pomeroy VPN w/4G Backup (Time Warner 35M/5M), For support Call 866-364-4357 Customer# 274441 / Site ID H0620090497
(Old - MPLS T1 1.5)",,999,,,,,10.51.114.1,,"1ST FLR DEMARC , SHELF 1 SLOT1"
286 New,VCA Farmington Hills Animal Hospital (New Building - 9/12/2018),"Configure/VeloCloud SD-WAN (Comcast 150M/20M Primary, Secondary Spectrum 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,VeloCloud,,,,,"10.51.114.1
VLAN400 - 10.51.115.1",,NEC UCaaS
290,VCA Animal Hospital of Garden City,"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.51.122.1
Voice VLAN 400 - 10.51.123.0/24",,"NEC SIP
Voice VLAN 400 - 10.51.123.0/24
OUTSIDE REAR OF BLDG SLOT 1/2"
291 Closed,VCA Woodland Animal Hospital - Closed,MPLS T1 1.5 Closed,734-761-9125 vsi vr 9/9/10,999,DHEC.941358.ATI,HCGS526130MB,12.113.182.74,Fa0/1,10.51.124.1,172.16.72.193,"LOC FLR 1;RM TEL  SHELF-1,SLOT-2"
293,VCA Southland Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.51.128.1,,
296,VCA Village Park Animal Hospital (Hospital relocated into AU1072 building April 2019),"Configure/VeloCloud SD-WAN w/4G (AT&T DSL 75M/8M, Secondary AT&T IPFlex ADI 50M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(Old - MPLS T1)",,Velocloud,Old - DHEC.883545.ATI,Old - HCGS726463NB,"10.2.3.12
Old - 12.92.157.182",,"10.51.134.1
Voice VLAN 400 ? 10.51.135.0/24",,"VC Management IP - 10.2.3.12
New Building - 
AU1072 subnet 10.57.150.0/24 ( Vlan1-Advertise ) 
Vlan 200/AU296 Subnet  ( 10.51.134.0/24 -no Advertise)  
VLAN 400 ? 10.51.135.0/24"
297,VCA West 86th St. Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.51.136.1,,SHLF 1 SLOT 1   A/C UTILITY ROOM
298,VCA Beech Grove Animal Hospital (New Hospital location 4/28/2014),"Configure/VeloCloud SD-WAN w/4G (AT&T ABF 100M/100M, Secondary Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(Old - Pomeroy Site ID H0620089286)",,Velocloud,,,,,10.51.138.1,,"Demarc Lc: OUTSIDE/ WEST WALL/BY TERMINAL        
 Demarc L2:           /DEMARC/OUTDOOR SHELF/SLOT"
299,VCA Cross Pointe Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.51.140.1
Voice VLAN 400 : 10.51.141.0/24",,1ST FLOOR TELCO SHELF 1 SLOT 1 OF 4
300 Closed,VCA Wellington Animal Hospital - Closed,MPLS T1 1.5 Closed,317-776-8702 vr NGFO 8/16/10,999,DHEC.840925.ATI,HCGS726395NB,12.92.129.146,Fa0/1,10.51.142.1,172.16.75.1,
302 Closed,VCA Valle Vista Animal Hospital - Closed,MPLS T1 1.5 Closed,317-882-0201 AVTS/ADSL vr 8/4/10,999,DHEC.442123.ATI,HCGS726063NB,12.85.252.78,Fa0/1,10.51.146.1,172.16.75.129,
303,VCA Eagle Park Animal Hospital - Hospital Relocated 12/4/2019,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(Old Hospital Building - Configure/VeloCloud SD-WAN w/ Uverse 45M/6M)",,Velocloud,,,,,"10.51.148.1
Voice VLAN 400 - 10.51.149.0/24
Security VLAN 600 - 10.3.100.0/27",,Aruba Network
306,VCA Westerville East Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Time Warner 35M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089473)",,Velocloud / Pomeroy,,,,,10.51.154.1,,CAB 1 SLOT 2. BASEMENT TELCO RM
307,VCA Westboro Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(Old - Pomeroy Site ID H0620089170)",,Velocloud,,,,,10.51.156.1,,Aruba Network
309,VCA Wakefield Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Hospital Relocated 12/2020 - Old Building - Pomeroy Site ID H0620089097)",,Velocloud,,,,,"10.51.160.1
Voice VLAN 400: 10.51.161.0/24
New Hospital Security VLAN 600 : 10.3.100.128/27",,
310,VCA Dudley Avenue Animal Hospital,Configure/VeloCloud SD-WAN w/4G (SuddenLink 12M/2M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.51.162.1,,CAB 1 POS 2 RJ48C EXT NO TAG BOTH.
312,VCA Newark Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 100M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,"10.51.166.1
Voice VLAN 400: 10.51.167.0/24",,1ST FLR TEL RM MNT#1 POS#1
314,VCA Delmarva Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.51.170.1,,1ST FLR MN TELCO RM CAB 1 SL 1 RJ48C
316,Edgebrook Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.51.174.1,,"FLR 1, TELCO CLST, HDSL RCK 1, POS 2, EXT TO FRONT"
318 Closed,VCA Riviera Bay Animal Hospital - Closed,MPLS T1 1.5 Closed,727-894-5907 vsi/adsl vr 1/6/11,999,DHEC.735082.ATI,69HCGS402156GTES,12.113.53.230,Fa0/1,10.51.178.1,172.16.79.129,
320 Closed,VCA Oldsmar Animal Hospital - Closed / Merged,MPLS T1 1.5 Closed,813-855-0912 vsi vr 11/15/10,999,DHEC.939477.ATI,69HCGS404335GTES,12.92.232.130,Fa0/1,10.51.182.1,172.16.80.1,
323 Closed,VCA Palm Beach County Animal Hospital - Closed,MPLS T1 1.5 Closed,561-964-7199 vr NGFO 8/16/10,999,DHEC.418172.ATI,60HCGS999287SB,12.92.209.54,Fe0/1,10.51.188.1,172.16.80.193,"1FLR,NX2 BAK.DOOR,MMT1-1,RJ48C"
324,VCA Hillsboro Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 100M/20M, secondary AT&T DSL 6M/768K) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.51.190.1,,"NEC SIP
.801:  TELCO:1ST-FL:MM#1:JK#1:RJ48C     .802:  D-MARC 1ST FLR TEL PHN RM MM-1 SLT-2 RJ48C TAGGED
(Old - OUTSIDE MOUNT EAST WALL SLOT 1 TAGGED NOT EXND)"
325,VCA Stirling Square Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.51.192.1,,SUITE 132 PHONE RM CAB1 JK1 RJ48C
328 Closed 1/11/10,VCA Golfview Animal Hospital - Closed,MPLS T1 1.5 Closed,,999,103-867-670,,,,,,
329,VCA Rock Creek Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.51.200.1,,"1ST FLR TLCO RM MM-1,SLT-1,RJ48C"
329 Old,VCA Rock Creek Animal Hospital - Closed,MPLS T1 1.5 Closed,9542521064 dnew,999,,,,Fa0/1,10.51.200.1,172.16.82.65,
330 Closed,VCA Boca Del Mar Animal Hospital - Closed,MPLS T1 1.5 Closed,561-391-7028 ngfo vr 10/8/10,999,DHEC.882973.ATI,60HCGS999630SB,12.92.157.154,Fa0/1,10.51.202.1,172.16.82.129,
331 closed,VCA North Springs Animal Hospital - Closed,MPLS T1 1.5 Closed,,999,,,,Fa0/1,10.51.204.1,172.16.82.193,
334 Closed,VCA Friendship Pompano Animal Hospital - Hospital Closed / Merged into AU943 9/12/2018,"Closed - AVTS VPN w/4G (Comcast 50M/10M) - Call DSR for Support 888-499-9973
(Old - MPLS T1 1.5)",,999,,,,,10.3.112.1,,
334 Old Site,VCA South Pompano Animal Hospital - Closed,Closed,,999,,,,,,,
335 Closed,VCA Wellington Animal Hospital - Closed,MPLS T1 1.5 - Closed,561-792-6268 vsi busy 8/31/10,999,DHEC.840215.ATI,60HCGS999909SB,12.92.129.18,Fa0/1,10.51.212.1,172.16.83.193,WEATHER PROOF ON E/WALL 1X1 MM
336,VCA Neshaminy Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.51.214.1,,OUTSIDE SH 1 SL 1
338 Closed,VCA Squire Animal Hospital - Closed 5/1/2015,MPLS T1 1.5 Closed,301-627-4062 vsi vOS 8/10/10,999,DHEC.441892.ATI,23HCGS148356CD,12.85.252.42,Fa0/1,10.51.218.1,172.16.84.129,OUTSIDE NID LEFT SIDE OF BLDG POS. 1 RJ48C
339,VCA Beltline East Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Spectrum 200M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,"10.51.220.1
Voice VLAN 400: 10.51.221.0/24",,TELCO BKBRD IN QUAD CAB IN POS #1
341,VCA Spring Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.51.224.1,,"1ST FLR ELECTRICAL RM, MM1, SLOT"
342,VCA Spring Branch Animal Hospital (Relocated 8/2016),"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",713-461-6436 vsi vr 9/9/10,Velocloud,,,,,10.51.226.1,,"R OF 10109 LONG POINT, WEATHER PRF, MM 1, SLOT 1JT="
343,VCA Woodlands Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.51.228.1,,"1ST FL PHONEROOM, CAB1-2    AND  1ST FL PHONEROOM, CAB1-3"
344,VCA A Breed Apart Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M, Secondary AT&T ADI 10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(Old Pomeroy Site ID H0620100575)",,Velocloud,,,,,10.51.230.1,,OUTDOOR MOUNT 1 RJ48C #1/ SLOT 1 REAR WALL
345,"VCA Lakewood Animal Hospital (Dallas, TX)","Configure/VeloCloud SD-WAN w/4G (Time Warner 50M/5M, Secondary AT&T DSL 25M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.51.232.1,,
346,VCA 80 Dodge Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Cox 15M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.51.234.1,,OUTDOOR MNT REAR OF BLDG SLOT 1/2 TAGGED
347 Closed,VCA Loop 12 Animal Hospital - Closed,"CLOSED - Pomeroy VPN w/4G Backup (TWC 12M/1.5M), For support Call 866-364-4357 Customer# 274441 / Site ID H0620089115
(Old - AVTS/TimeWarner Cable 5Mb/384K)",214-321-0389anew,999,,,,,172.16.86.193,,
348,VCA Northside Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.51.238.1,,BSMT RITE OF TEL TERM 4PK1 SLOT1
349,VCA Animal Hospital of Santa Cruz,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary GTT DSL 10M/2M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.51.240.1
Voice VLAN 400 - 10.51.241.0/24",,"Aruba Network
Voice VLAN 400 - 10.51.241.0/24
SHELF 1 SLOT 1"
350,VCA Sandy Lake Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M, Secondary GTT DSL 3M/768K) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.51.242.1
Voice VLAN 400 - 10.51.243.0/24",,NEC SIP
351,VCA Cat Hospital of Philadelphia,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary GTT FIOS 75M/75M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.51.244.1,,"Aruba Network
OUTSIDE NID #1 SLOT1"
353,Manhattan Veterinary Group,Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.51.248.1,,FLR 1/TELCO RM
355,VCA Bering Sea Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Alaska Com 18M/2M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.51.252.1,,
356,Freehold Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Optimum 50M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,"10.51.254.1
Voice VLAN 400 - 10.51.255.0/24",,"Aruba Network
Voice VLAN 400 - 10.51.255.0/24
1ST FLR. ELECTRICAL ROOM/SHELF #1/POS #1"
357,VCA Coast Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Time Warner 50M/5M, Secondary GTT DSL 10M/2M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.52.0.1,,"2ND FLOOR TELCO ROOM, SLOT 2 OF 4"
358,Shrewsbury Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.52.2.1,,2ND FLR ATTIC TELCO WALL SH 1 POS 1
359,Foster Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (FIOS 50M/25M, Secondary Optimum 60M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089101)",,Velocloud / Pomeroy,,,,,10.52.4.1,,
360,VCA Valley Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Cox 15M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.52.6.1,,2PK1 SLOT1 MPOE
361,VCA Kennel Club Resort & Spa,MPLS T1 1.5 - AT&T MPLS Support - 888-613-6330  (7/28/2017 ROD did not approve WAN Upgrade),310-530-5107 vr 7/14/10 rna,12,DHEC.442008.ATI,13HCGS763465PT,12.85.252.66,Fa0/1,10.52.8.1,172.16.90.65,"M.1, MNT #2, SLOT 1, RJ48C#1, BOTTOM OF MNT"
362,VCA Arden Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M, Secondary AT&T BVoIP 10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(Old - Pomeroy Site ID H0620090498)",,Velocloud,,,,,"10.52.10.1
Voice VLAN 400: 10.52.11.0/24",,1.1 MPOE SLOT 1 POS 1
363,VCA Northside Animal Hospital,Configure/VeloCloud SD-WAN w/4G (PenTeleData 25M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.52.12.1,,
364,Twin Rivers Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.52.14.1,,
365,VCA Spanish River Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.52.16.1,,1ST FL OUTSIDE MM SLT1 WEST WALL
366,VCA Emergency Animal Hospital & Referral Ctr.,"Configure/VeloCloud SD-WAN with VC 540 w/4G (AT&T ABF 200M, Secondary AT&T ADI 10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - Pomeroy H0620088750)",,Velocloud,,,10.2.2.215,,"10.52.18.1
Vlan 1 : 10.52.18.0/24  GW : 10.52.18.1 
Vlan 180: NAME : H0366-MGMT   10.52.19.0/26  GW : 10.52.19.1
VLAN 181 : NAME: H0366-iSCSI  NO IP 
VLAN 182 : NAME H0366-NFS  10.52.19.96/28  GW : 10.52.19.97
VLAN 183: NAME  H0366-vMotion 10.52.19.112/28  GW : 10.52.19.113
VLAN 184  NAME H0366-SERVER   10.52.19.128/27   GW : 10.52.19.129",,"QUAD MOUNT 1 SLOT 3 @ 1.1
QUAD 1 SLOT 2 @ 1.1"
367,VCA Highlands Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.52.20.1,,BASEMENT/ SLOT 1 OF 2-SLOT HOUSING /
370,VCA East Colonial Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Uverse 45M/6M, Secondary Spectrum 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.52.26.1
Voice VLAN 400: 10.52.27.0/24",,Aruba Network
371,Closter Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Optimum 50M/8M, Secondary Verizon FIOS 75M/75M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.52.28.1
Voice VLAN 400: 10.52.29.0/24",,
372,VCA All Creatures Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Charter 100M/7M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620098895)",,Velocloud / Pomeroy,,,,,10.52.30.1,,
373,Aldrich Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Optimum 50M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,"10.52.32.1
Voice VLAN 400 - 10.52.33.0/24",,BASEMENT - TELCO ROOM - SLOT 1 OF 2
374,Allenwood Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (FIOS 50M/25M, Secondary Optimum 60M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089102)",,Velocloud / Pomeroy,,,,,"10.52.34.1
Voice VLAN 400 - 10.52.35.0/24",,"NEC SIP
Voice VLAN 400 - 10.52.35.0/24"
375,Bayview Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,"10.52.36.1
Voice VLAN 400: 10.52.37.0/24",,FLR 1;RM TELCO POS #2
377,East Islip Animal Hospital,"Configure/VeloCloud SD-WAN w/4G Backup (Optimum 25M/10M, Secondary Verizon FIOS 75M/75M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy providedOptimum - Customer# 274441 / Site ID H0620089104)
(Old - AVTS/Optimum Online cable - 15Mb/2Mb)",,Velocloud / Pomeroy,,,,,10.52.40.1,,
378 Closed,Gateway Animal Hospital - Hospital Closed / Merged into AU382 South Shore,"Hospital Closed - Configure/VeloCloud SD-WAN w/4G Backup (FIOS 50M/25M, Spectrum 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089105)",,999,,,,,10.52.42.1,,
380,Oakdale Animal Hospital,"Configure/VeloCloud SD-WAN w/4G Backup (FIOS 50M/25M, Secondary Optimum 60M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089106)",,Velocloud / Pomeroy,,,,,10.52.46.1,,
381 Closed,Rosebank Animal Hospital - Hospital Closed / Merged into AU384 Staten Island,"Hospital Closed - Configure/VeloCloud SD-WAN w/4G Backup (FIOS 50M/25M, Secondary Spectrum 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089107)",,999,,,,,10.52.48.1,,
382,South Shore Animal Hospital,"Configure/VeloCloud SD-WAN w/4G Backup (GTT/Verizon FIOS 200M/200M, Secondary Spectrum 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.52.50.1,,TELCO RM
383,Southgate Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Optimum 50M/8M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.52.52.1,,1ST FLOOR - OFFICE COMPUTER CABINET - SLOT 1 OF 2
384,Staten Island Animal Hospital,"Configure/VeloCloud SD-WAN w/4G Backup (Time Warner 35M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H062008917)",,Velocloud / Pomeroy,,,,,10.52.54.1,,1F RJ48C SLOT 1 OF 2
385,Sunrise Veterinary Group,"Configure/VeloCloud SD-WAN (Primary Pomeroy- FIOS 50M/25M, Secondary DSR - Optimum 60M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089108)",,Velocloud / Pomeroy,,,,,10.52.56.1,,No 4G service in area
387,Village Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Optimum 50M/8M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,"10.52.60.1
Voice VLAN: 10.52.61.0/24",,Aruba Network
388 Closed,New York Veterinary Hospital - Closed / Merged into AU353 MVG,"Closed - AVTS VPN w/4G (Time Warner 50M/5M) - Call DSR for Support 888-499-9973
(Old - MPLS T1 1.5)",212-861-9576 vsi vr 9/16/10,999,Old - DHEC.658670 ATI,Old - 32HCGS629732NY,Old - 12.113.16.194,Fa0/1,10.52.62.1,172.16.97.1,
390,Animal General of East Norwich,"Configure/VeloCloud SD-WAN w/4G (FIOS 50M/25M, Secondary Optimum 60M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy Customer# 274441 / Site ID H0620089109)",,Velocloud / Pomeroy,,,,,"10.52.66.1
Voice VLAN 400 - 10.52.67.0/24",,"NEC SIP
Voice VLAN 400 - 10.52.67.0/24"
392 Closed,VCA Animal Medical Center - Closed/Merged into AU910 Findlay,AVTS/TimeWarner Cable 5Mb/384K - Closed,,999,,,,,10.52.70.1,,
393,VCA Aurora Animal Hospital,"Configure/VeloCloud VC 540 SD-WAN w/4G (Comcast 500M/35M, secondary AT&T BVoIP 250M, tertiary AT&T DSL 24M/2M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.52.72.1
Vlan 1 : 10.52.72.0/24   Router : 10.52.72.1 /24 
Vlan 180 : 10.52.73.0/26   Router : 10.52.73.1/26
Vlan 182: 10.52.73.96/28  Router : 10.52.73.97/28
Vlan 183: 10.52.73.112/28  Router : 10.52.73.113
Vlan 184: 10.52.73.128/27 Router : 10.52.73.129 /27
10.3.89.0/24 Wireless subnet (Vlan 300)",,"VC 540 
1ST FLOOR I.T. CAB  SLOT 4 OF 7, CAB 1 SLOT 3"
394,VCA Worth Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.52.74.1,,Aruba Network
395,VCA La Mirada Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Verizon FiOS 25M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.52.76.1,,
396,VCA Triangle Tower Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.52.78.1,,
398,VCA MacArthur Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.52.82.1,,
400,VCA Bedford Meadows Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Time Warner 50M/5M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.52.86.1,,
401,VCA Palmetto Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.52.88.1,,"Aruba Network
1ST FLOOR TELCO ROOM, POSITION 1 OF 2, RJ48C, NON EXT"
402,County Animal Clinic,"Configure/VeloCloud SD-WAN w/4G (Optimum 50M/25M, Secondary GTT DSL 6M/768K) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089317)",,Velocloud / Pomeroy,,,,,"10.52.90.1
Voice VLAN 400 - 10.52.91.0/24",,UCaaS
