"HOSPITAL
NUMBER",OPERATING NAME,SHORT NAME,ADDRESS,CITY,"ST/
PROV","POSTAL
CODE",COUNTRY,PHONE,FAX,BACKLINE,HM,MD,REG,"REGION
GROUP",COMPANY
970,VCA Orange County Veterinary Specialists,OCVS,3021 Edinger Ave.,Tustin,CA,92780,USA,1-949-654-8950,1-949-681-1300,,Kathryn Ngoma,Andrea Sotirakopoulos,SCS03,SC,US Hospitals
971,VCA Animal Hospital West,AH West,412 Jonestown Road,Winston-Salem,NC,27104,USA,1-336-765-2511,,,Camar Fraser,,SE01,SE,US Hospitals
973,VCA Timberlyne Animal Hospital,Timberlyne,110 Banks Drive,Chapel Hill,NC,27514,USA,1-919-968-3047,1-919-968-6230,,Christopher Watkins,Jason Smith,SE01,SE,US Hospitals
974,VCA Legion Road Animal Hospital,Legion Road,1703 Legion Road,Chapel Hill,NC,27517,USA,1-919-933-3331,1-919-933-3336,,Christopher Watkins,,SE01,SE,US Hospitals
975,VCA Animal Medical Center of El Cajon,El Cajon,600 Broadway,El Cajon,CA,92021,USA,1-619-444-4246,1-619-444-4282,,Lisa Cabot,Nancy Hampel,SW08,SW,US Hospitals
976,VCA Tri-County Animal Hospital,Tri-County,1811 Okeechobee Road,Fort Pierce,FL,34950,USA,1-772-461-1311,1-772-461-4473,,Carrol Frischkorn,Dana Juillerat,SE02,SE,US Hospitals
978,VCA Lacey Animal Hospital,Lacey,4242 Pacific Ave SE,Lacey,WA,98503,USA,1-360-491-3960,1-360-456-2613,,Jennifer Tefft,Brett Bower,NW06,NWH,US Hospitals
979,VCA Companion Animal Hospital,Companion/FL,5435 West Highway 40,Ocala,FL,34482,USA,1-352-622-7454,1-352-402-9342,,KELLY VAIL,,SE07,SE,US Hospitals
982,VCA Boulder Terrace Animal Hospital,Boulder Terrace,1586 W Ogden Ave,Naperville,IL,60540,USA,1-630-420-9155,1-630-420-9167,,Sandra Wardell,Janel Zuranski,C06,CE,US Hospitals
983,Hope Animal Hospital,Hope,390 Atlantic Ave,Brooklyn,NY,11217,USA,1-718-852-4219,1-718-852-4249,,John Pezzolla,,NE06,NE,US Hospitals
984,VCA Animal Health Hospital,Animal Health/AZ,2560 S Harrison Road,Tucson,AZ,85748,USA,1-520-885-2364,1-520-885-2462,,Christine Shelton-Lee,,SW02,SW,US Hospitals
985,Hauppauge Animal Hospital,Hauppauge,521 Townline Road,Hauppauge,NY,11788,USA,1-631-265-5551,1-631-265-5612,,Leigh Wixson,Leigh Degeorge,NE05,NE,US Hospitals
986,Coram Animal Hospital,Coram,3660 Route 112,Coram,NY,11727,USA,1-631-698-1666,1-631-698-0641,,Stephanie Toscano,,NE05,NE,US Hospitals
987,VCA Capital Area Veterinary Emergency and Specialty,CAVES,1 Intervale Road,Concord,NH,03301,USA,1-603-227-1199,1-603-227-0666,,Janine Graham,Alison Darby,NES02,NE,US Hospitals
988,VCA Simmons Animal Hospital,Simmons,4975 Lake Worth Road,Greenacres,FL,33463,USA,1-561-439-3220,1-561-439-7307,,Roy Ellington,Rachel Schwartz,SE02,SE,US Hospitals
989,Sayville Animal Hospital,Sayville,5262 Sunrise Highway,Sayville,NY,11782,USA,1-631-589-5120,1-631-589-5137,,Elizabeth Lotierzo,Timothy Sheppard,NE05,NE,US Hospitals
994,VCA Chestatee Animal Hospital,Chestatee,16 Westbrook Road,Dahlonega,GA,30533,USA,1-706-864-1005,1-706-867-0719,,Melissa Jordan,Kathryn Ferris,SE06,SE,US Hospitals
995,VCA Dahlonega Animal Hospital,Dahlonega,1284 Dawsonville Hwy,Dahlonega,GA,30533,USA,1-706-864-7191,1-706-867-9301,,Rachel King,Mark Helvie,SE06,SE,US Hospitals
996,VCA Oakwood Animal Hospital,Oakwood,18815 N Lower Sacramento Rd,Woodbridge,CA,95258,USA,1-209-333-7010,1-209-333-7692,,Amanda Mayer,John Lindsey,NC05,NC,US Hospitals
997,VCA Sterling Animal Hospital,Sterling,4 Clinton Road,Sterling,MA,01564,USA,1-978-422-6262,1-978-422-6605,1-978-422-8843,Laurice Fournier,Patricia Dettlinger,NE02,NE,US Hospitals
998,VCA Eye Clinic for Animals,Eye Clinic,"5610 Kearney Mesa Road, Suite A",San Diego,CA,92111,USA,1-858-502-1277,1-858-502-1340,,Steven Culver,,SCS04,SC,US Hospitals
1000,VCA Hollywood Animal Hospital,Hollywood,2864 Hollywood Blvd,Hollywood,FL,33020,USA,1-954-920-3556,1-954-920-4716,1-305-944-5974,Nancy French,James Herrington,SES03,SE,US Hospitals
1001,VCA Lakeview Animal Hospital,Lakeview,1975 S Orchard Drive,Bountiful,UT,84010,USA,1-801-298-2314,,1-801-298-8339,Corie Samuelsen,Jason Pozzuoli,MSW02,MSW,US Hospitals
1002,VCA Capital Area Veterinary Specialists,CAVS,7958 Shoal Creek Blvd,Austin,TX,78757,USA,1-512-388-0944,1-512-610-2084,1-512-610-2083,Daniel Shugrue,Philip Treuil,SCS04,SC,US Hospitals
1003,VCA Big Lake Animal Hospital,Big Lake,9750 W Parks Hwy,Wasilla,AK,99654,USA,1-907-892-9292,1-907-892-9293,,Nicole Milano,Adriana Fisher,NW05,NWH,US Hospitals
1004,VCA Burton Animal Hospital,Burton,13625 W Center Street,Burton,OH,44021,USA,1-440-834-4444,1-440-834-0075,,Kathleen Rohan,Michael Suhie,C05,CE,US Hospitals
1005,VCA Crown Valley Animal Hospital & Pet Hotel,Crown Valley,28892 Crown Valley Pkwy,Laguna Niguel,CA,92677,USA,1-949-495-1123,1-949-363-9223,,Sean Gastelum,,SC05,SC,US Hospitals
1006,VCA Hartland Animal Hospital,Hartland,1515 Old US 23,Hartland,MI,48353,USA,1-810-632-7698,,1-810-632-6081,Leslie Stefanko,Lisa Layer,C09,CE,US Hospitals
1008,VCA Lakeside Animal Hospital,Lakeside/NV,4871 Summit Ridge Drive,Reno,NV,89523,USA,1-775-827-8866,,1-775-827-8865,Elizabeth Stanton,,MSW02,MSW,US Hospitals
1009,VCA Boonsboro Animal Hospital,Boonsboro,6097 Boonsboro Road,Lynchburg,VA,24503,USA,1-434-384-7799,1-434-384-0840,,Dala Freitas,Susan Mcconnell,MA05,MA,US Hospitals
1012,VCA Jordan River Animal Hospital,Jordan River,1519 W 9000 S,West Jordan,UT,84088,USA,1-801-561-8872,1-801-304-5933,,Jennifer Weight,,MSW02,MSW,US Hospitals
1013,VCA County West Animal Hospital,County West,1709 W Merchant Street,Kankakee,IL,60901,USA,1-815-614-3902,,,Kaylle Dodds,Sarah Benson,C04,CE,US Hospitals
1014,VCA San Carlos Animal Hospital,San Carlos,718 El Camino Real,San Carlos,CA,94070,USA,1-650-591-5718,1-650-591-5690,,Devona Browne,Kim Haddad,NC01,NC,US Hospitals
1015,VCA San Mateo Animal Hospital,San Mateo,2320 Palm Ave,San Mateo,CA,94403,USA,1-650-345-1655,1-650-286-8834,,Josue Pereda,,NC01,NC,US Hospitals
1016,VCA Holly Farms Animal Hospital,Holly Farms,6705 W Bancroft Street,Toledo,OH,43615,USA,1-419-841-3323,1-419-842-0232,,Kristen Dondero,Susan Sieben,C01,CE,US Hospitals
1017,VCA Laurelhurst Animal Hospital,Laurelhurst,2945 NE Sandy Blvd,Portland,OR,97232,USA,1-503-233-5222,1-503-233-0128,,Pam Saunders,Alice Beckley,NW04,NWH,US Hospitals
1018,Bond Animal Hospital,Bond,250 Central Ave,White Plains,NY,10606,USA,1-914-949-8860,1-914-949-3478,,Michelle Sauvigne,Angela Silva,NE06,NE,US Hospitals
1019,VCA PineRidge Animal Hospital,PineRidge,2172 Station Parkway NW,Andover,MN,55304,USA,1-763-755-5321,1-763-755-2553,,Connie Cook,Daryl Hartman,C03,CE,US Hospitals
1020,VCA MidWest Veterinary Referral & Emergency Center,MidWest Vet,9706 Mockingbird Drive,Omaha,NE,68127,USA,1-402-614-9000,1-402-614-5445,,Heather Burwell,Christopher Byers,CS04,CE,US Hospitals
1021,VCA Valley Animal Hospital and Emergency Center,Valley/AZ,4984 E 22nd Street,Tucson,AZ,85711,USA,1-520-748-0331,1-520-748-0897,,Melissa Citro,John Vagnetti,SW02,SW,US Hospitals
1023,VCA Valley Animal Hospital of Sahuarita,Valley/Sahuarita,"15990 S Rancho Sahuarita Blvd, Suite 130",Sahuarita,AZ,85629,USA,1-520-308-3464,1-520-838-0324,,Sara Franklin,Lucy Schroth,SW02,SW,US Hospitals
1024,VCA Plainfield Animal Hospital,Plainfield,1100 Norwich Road,Plainfield,CT,06374,USA,1-860-564-7177,1-860-564-5953,,Daniel Sharp,Jenna Schmied,NE04,NE,US Hospitals
1025,VCA Alosta Animal Hospital,Alosta,1821 E Route 66,Glendora,CA,91740,USA,1-626-963-1674,1-626-963-6779,,Shawna Winfrey,Colette Chadik,SC05,SC,US Hospitals
1026,VCA Whispering Pines Animal Hospital,Whispering Pines,7672 NC Highway 22,Carthage,NC,28327,USA,1-910-949-2111,,1-910-949-6521,Lindsey Marsh,Elizabeth Pelkey,SE01,SE,US Hospitals
1028,VCA Market Street Animal Hospital,Market Street,633 7th Ave,San Diego,CA,92101,USA,1-619-230-1220,,,Matt Monte,Lisa Savage,SW08,SW,US Hospitals
1029,VCA Meadow Hills Animal Hospital,Meadow Hills,8802 West Gage Blvd,Kennewick,WA,99336,USA,1-509-783-0399,1-509-783-1931,,Brian Conrad,Laura Serreyn,NW06,NWH,US Hospitals
1030,VCA Meadow Hills South Animal Hospital,Meadow Hills South,"3711 Plaza Way, Suite 110",Kennewick,WA,99338,USA,1-509-735-0397,1-509-783-1931,,Brian Conrad,Brynne Lyle,NW06,NWH,US Hospitals
1031,VCA Valley Oak Veterinary Center,Valley Oak,2480 Dr. MLK Jr. Pkwy,Chico,CA,95928,USA,1-530-342-7387,1-530-899-7686,,Megan Rees,Erin Portillo,NCS02,NC,US Hospitals
1033,VCA Ocean View Animal Hospital,Ocean View,109 Central Ave,Pacific Grove,CA,93950,USA,1-831-649-4111,,1-831-649-0455,Rod Gilchrist,,NC03,NC,US Hospitals
1034,VCA Northeast Cat & Dog Hospital,Northeast Cat & Dog,1527 Michigan NE,Grand Rapids,MI,49503,USA,1-616-451-2694,1-616-451-9496,,Nanette Overway,Kara Malone,C09,CE,US Hospitals
1035,VCA Florida Veterinary League,Florida Vet League,"1360 US Hwy 1, Suite 1",Vero Beach,FL,32960,USA,1-772-567-3070,1-772-567-1615,,Heather Stevens,Darrell Horn,SE02,SE,US Hospitals
1037,VCA Chanhassen Animal Hospital,Chanhassen,440 West 79th Street,Chanhassen,MN,55317,USA,1-952-934-8862,1-952-937-1662,,Tamara Knutson,Jennifer Mann,C03,CE,US Hospitals
1038,VCA North Academy Animal Hospital,North Academy,5875 N Academy Blvd,Colorado Springs,CO,80918,USA,1-719-599-4443,1-719-599-5090,,Patricia Thompson,John Adams,MSW01,MSW,US Hospitals
1039,VCA Briargate Veterinary Clinic,Briargate,7530 Rangewood Dr,Colorado Springs,CO,80920,USA,1-719-599-3339,1-719-266-5605,,Dawn Wendling,Eric Flenniken,MSW01,MSW,US Hospitals
1040,VCA Aledo Animal Hospital,Aledo,"5188 E Interstate 20, Service Road S",Willow Park,TX,76008,USA,1-817-441-9361,1-817-546-1919,,Cynthia Alexander,Shelley Finger,SW01,SW,US Hospitals
1041,VCA Murphy Road Animal Hospital,Murphy Road,4408 Murphy Road,Nashville,TN,37209,USA,1-615-383-4241,1-615-383-9096,,Megan Reaves,Lawrence Graves,SE06,SE,US Hospitals
1043,VCA Cascade Animal Medical Center & Inn,Cascade,4020 26th Street NW,Rochester,MN,55901,USA,1-507-282-8611,1-507-289-7387,,Jennifer Lee,Evelyn Richer,C03,CE,US Hospitals
1045,VCA Shaker Animal Hospital,Shaker,223 Maxwell Road,Latham,NY,12110,USA,1-518-458-9669,1-518-453-6107,,Ann Devlin,Lara Patrick,NE09,NE,US Hospitals
1046,VCA Orange County Veterinary Hospital,Orange County,1761 Route 17M,Goshen,NY,10924,USA,1-845-294-5044,1-845-294-8264,,Ember Hough,,NE07,NE,US Hospitals
1047,VCA Delta Oaks Animal Hospital,Delta Oaks,"1020 Green Acres Rd, Ste 5",Eugene,OR,97408,USA,1-541-345-7970,1-541-345-5734,,Kathryn Crippen,Ashley Robinson,NW04,NWH,US Hospitals
1049,VCA Highlands Ranch Animal Specialty & Emergency Center,Highlands Ranch,"5640 County Line Place, Suite 1",Highlands Ranch,CO,80126,USA,1-303-740-9595,,1-303-740-9569,Ingrid Pyka,Steffen Sum,MSWS01,MSW,US Hospitals
1050,VCA Dog and Cat Hospital of Tiffin,Tiffin,2822 South State Route 100,Tiffin,OH,44883,USA,1-419-455-9000,1-419-455-0865,,Heather Clouse,Ryan Burger,C07,CE,US Hospitals
1051,VCA Aventura Animal Hospital and Pet Resort,Aventura,19101 Biscayne Blvd,Aventura,FL,33180,USA,1-305-933-3647,1-305-936-8704,,Jennifer Garlock,Joel Navratik,SE08,SE,US Hospitals
1052,VCA Alton Road Animal Hospital,Alton Road,1828 Alton Road,Miami Beach,FL,33139,USA,1-305-674-7387,1-305-672-5515,,Melissa Rowan,John Barr,SE08,SE,US Hospitals
1054,VCA Brickell Animal Hospital,Brickell,130 SW 8th Street,Miami,FL,33130,USA,1-786-235-7387,1-786-422-7387,,Stefane Benitez,Nancy Wilber,SE08,SE,US Hospitals
1055,VCA Coral Springs Pet Resort and Medical Center,Coral Springs,11555 West Sample Rd,Coral Springs,FL,33065,USA,1-954-341-4123,1-954-341-1779,,Katrina Richford,Penny Kupferberg,SE08,SE,US Hospitals
1056,VCA Indian Trace Animal Hospital,Indian Trace,1420 North Park Drive,Weston,FL,33326,USA,1-954-384-7147,1-954-384-7317,,Luis Garrido Molina,Antonio Longo-Llenin,SE08,SE,US Hospitals
1057,VCA Silver Lakes Animal Hospital,Silver Lakes,17780 SW 2nd Street,Pembroke Pines,FL,33029,USA,1-954-441-1001,1-954-441-0084,,Joshua Nicholson,Robin Kuhn,SE08,SE,US Hospitals
1058,VCA South Dade Animal Hospital,South Dade,6380 S Dixie Hwy,South Miami,FL,33143,USA,1-305-661-2573,1-305-234-2473,,Grizel Garrote,Arthur Scherr,SE08,SE,US Hospitals
1059,VCA East Meadow Animal Hospital,East Meadow,24 Newbridge Rd.,East Meadow,NY,11554,USA,1-516-735-8822,1-516-735-8827,,Kimberly Voorhest,Kevin Gross,NE05,NE,US Hospitals
1060,VCA Forest South Animal Hospital,Forest South,24341 Western Avenue,University Park,IL,60484,USA,1-708-672-6166,1-708-672-6187,,Betsy Janicki,Lynn Campbell,C04,CE,US Hospitals
1061,VCA Animal Specialty & Emergency Center,ASEC/CA,1535 South Sepulveda Blvd,Los Angeles,CA,90025,USA,1-310-473-5906,1-310-479-8976,,Carlos Rangel,Phillip Gill,SCS03,SC,US Hospitals
1062,VCA North Park Animal Hospital,North Park/CA,5700 State Farm Drive,Rohnert Park,CA,94928,USA,1-707-585-2899,1-707-585-9011,,Dawn Harvey,Sarah Powers,NC02,NC,US Hospitals
1063,VCA PetCare East Veterinary Hospital,PetCare East,2425 Mendocino Avenue,Santa Rosa,CA,95403,USA,1-707-579-3900,1-707-303-3169,,Michelle Boucher,,NWS02,NWH,US Hospitals
1064,VCA PetCare West Veterinary Hospital,PetCare West,1370 Fulton Road,Santa Rosa,CA,95401,USA,1-707-579-5900,1-707-579-9512,,Annie Lane,Brianne Gessen,NWS02,NWH,US Hospitals
1065,VCA Front Range Animal Hospital,Front Range,487 Highway 105,Monument,CO,80132,USA,1-719-481-3455,1-719-481-3044,,Cherie Stair,,MSW01,MSW,US Hospitals
1066,VCA Park Cities Animal Hospital,Park Cities,4365 Lovers Lane,Dallas,TX,75225,USA,1-214-368-8573,1-214-696-1620,,Lisa Kennedy,David Hille,SW01,SW,US Hospitals
1067,VCA Countryside Animal Hospital of Howell,Countryside/Howell,2745 East Grand River Ave,Howell,MI,48843,USA,1-517-546-5714,1-517-546-0312,,Nicole Dragan,Dawn Aprill,C09,CE,US Hospitals
1068,VCA Countryside Animal Hospital of Hamburg,Countryside/Hamburg,7440 M-36,Hamburg,MI,48139,USA,1-810-231-3476,1-810-231-3490,,Nicole Dragan,,C09,CE,US Hospitals
1070,VCA Companion Animal Medical Center,Companion AMC,1455 S Rangeline Rd,Carmel,IN,46032,USA,1-317-844-0049,1-317-844-0245,,Jeremy Tuterow,Elizabeth Morrison,C02,CE,US Hospitals
1072,VCA Range Pet Lodge,Range Pet Lodge,1045 N Rangeline Road,Carmel,IN,46032,USA,1-317-571-7777,,,Andrea Beale-Tribbett,,C02,CE,US Hospitals
1073,VCA Far Country Animal Hospital,Far Country,2701 N Liahona Drive,Palmer,AK,99645,USA,1-907-746-7297,1-907-746-7290,,Christina Thompson,,NW05,NWH,US Hospitals
1074,VCA Animal Wellness Center of Marin,AWC Marin,506 4th Street,San Rafael,CA,94901,USA,1-415-456-4471,1-415-532-2294,,Jennifer Gorrell,,NC02,NC,US Hospitals
1075,VCA Animal Wellness Center of Maple Grove,AWC Maple Grove,7000 East Fish Lake Road,Maple Grove,MN,55311,USA,1-763-420-7958,1-763-420-0315,,Sue Maki,Kathryn Ambrose,C03,CE,US Hospitals
1076,VCA Portage Animal Hospital,Portage,8037 Portage Road,Portage,MI,49002,USA,1-269-327-3459,1-269-329-7016,,Mary Anne Neubert,Cynthia Lunney,C09,CE,US Hospitals
1079,VCA Adobe Animal Hospital,Adobe/CA,218 Etchverry Street,Ramona,CA,92065,USA,1-760-789-7090,1-760-789-7400,,Rebecca Goerisch,Angela Brelsford,SW08,SW,US Hospitals
1080,VCA Ark Animal Hospital,Ark,3235 N Kedzie Ave,Chicago,IL,60618,USA,1-773-442-6500,1-773-442-6507,,Emily Isberner,Lisa Cieply,C04,CE,US Hospitals
1081,VCA Pike Creek Animal Hospital,Pike Creek,297 Polly Drummond Hill Road,Newark,DE,19711,USA,1-302-454-7780,1-302-454-9067,,Colleen Kirby,Amanda Lawrie,MA01,MA,US Hospitals
1082,VCA Animal Hospital of Plainfield,Plainfield/IN,2324 E Main St.,Plainfield,IN,46168,USA,1-317-839-8154,1-317-838-0279,,David Harshey,,C02,CE,US Hospitals
1083,VCA Animal Clinic of Parker,Parker,19557 E Parker Square Dr,Parker,CO,80134,USA,1-303-840-1255,1-303-840-0548,,Leigh Mosbrucker,Bruce Smith,MSW01,MSW,US Hospitals
1084,VCA Mueller Pet Medical Center and Pet Inn,Mueller,7625 Freeport Blvd,Sacramento,CA,95832,USA,1-916-428-9202,1-916-428-9206,,Margit Spencer,Martha Klein,NC04,NC,US Hospitals
1086,VCA Todds Lane Animal Hospital,Todds Lane,1309 Todds Lane,Hampton,VA,23666,USA,1-757-826-7602,1-757-838-5714,,Michelle Righenzi,Brian Richie,MA05,MA,US Hospitals
1087,VCA Gwynedd Animal Hospital,Gwynedd,1615 West Point Pike,Lansdale,PA,19446,USA,1-215-699-9294,1-215-699-2849,,Cynthia Lorenz,Isolde Baylor,MA02,MA,US Hospitals
1088,VCA Airport Irvine Animal Hospital,Airport Irvine,1206 Bristol Street,Costa Mesa,CA,92626,USA,1-714-754-1033,1-714-754-1646,,Billie Sutherland,William Radovich,SC05,SC,US Hospitals
1089,VCA Saukville Animal Hospital,Saukville,303 W Dekora Street,Saukville,WI,53080,USA,1-262-284-7000,1-262-284-7170,,Cheryl Church,Joseph Richter,C03,CE,US Hospitals
1090,VCA Valley Animal Hospital,Valley-Roanoke,5146 Hildebrand Road,Roanoke,VA,24012,USA,1-540-366-3433,1-540-366-2909,,Debbie Troutt,,MA05,MA,US Hospitals
1091,VCA Mission Animal and Bird Hospital,Mission Animal & Bird,655 Benet Road,Oceanside,CA,92058,USA,1-760-433-3763,1-760-433-3138,,Glenn Barnes,,SW08,SW,US Hospitals
1093,VCA Piedmont Animal Hospital,Piedmont,783 Piedmont Wekiwa Rd,Apopka,FL,32703,USA,1-407-880-7387,1-407-880-2372,,Cammie Pope,John Burton,SE07,SE,US Hospitals
1095,VCA Sunset Animal Medical Center,Sunset,7751 Sunset Ave,Fair Oaks,CA,95628,USA,1-916-967-7768,1-916-967-1957,,"Jacqueline Quinton, RVT, CVPM",Jay Griffiths,NC04,NC,US Hospitals
1096,VCA La Riviera Animal Medical Center,La Riviera,8732 La Riviera Drive,Sacramento,CA,95826,USA,1-916-361-9274,1-916-363-9284,,Amanda Ashby,,NC05,NC,US Hospitals
1097,VCA Mather Animal Medical Center,Mather,3348 Mather Field Road,Rancho Cordova,CA,95670,USA,1-916-362-1863,1-916-362-1802,,Mariaelena Prieto,Amy Grimm,NC05,NC,US Hospitals
1098,VCA Natomas Animal Medical Center,Natomas,1936 Del Paso Road,Sacramento,CA,95834,USA,1-916-925-6138,1-916-419-6794,,Debbie Piazza,,NC05,NC,US Hospitals
1099,VCA Centreville Animal Hospital,Centreville,13663 Lee Highway,Centreville,VA,20121,USA,1-703-830-1182,1-703-830-1217,,Eric Conroy,Travis Taylor,MA04,MA,US Hospitals
1100,VCA Pet Medical Center,PMC,"40150 Winchester Road, #4",Temecula,CA,92591,USA,1-951-676-3531,1-951-676-5657,,Teryn Bronson,,SW08,SW,US Hospitals
1101,VCA McKenzie Animal Hospital,McKenzie,5303 Main Street,Springfield,OR,97478,USA,1-541-747-3859,1-888-816-3771,,Libby Hamper,Mary Arpaia,NW04,NWH,US Hospitals
1102,VCA Yorba Regional Animal Hospital,Yorba,8290 East Crystal Drive,Anaheim,CA,92807,USA,1-714-921-8700,1-714-283-1262,,Salina Soto,Steven Dunbar,SC06,SC,US Hospitals
1103,VCA Cordova Veterinary Hospital,Cordova,2939 Mather Field Road,Rancho Cordova,CA,95670,USA,1-916-363-9443,1-916-363-9445,,Jessica Monk,Melissa Gates,NC05,NC,US Hospitals
1104,VCA Bay Cities Animal Hospital,Bay Cities/CA,13476 Washington Blvd,Marina Del Rey,CA,90292,USA,1-310-821-4967,1-310-306-9785,,Christina Stamberger,,SC06,SC,US Hospitals
1106,VCA Woodbridge Animal Hospital and Critical Care Clinic,Woodbridge,2703 Caton Hill Road,Woodbridge,VA,22192,USA,1-703-897-5665,1-703-583-8835,,Genevieve Henderson,Lisa Osier- Rodrigo,MA04,MA,US Hospitals
1107,VCA Daniel Webster Animal Hospital,Daniel Webster,3 Hawthorne Drive,Bedford,NH,03110,USA,1-603-624-4004,1-603-624-0830,,J Goulet,Edward Rooney,NE02,NE,US Hospitals
1108,VCA Animal Medical Center,AMC Van Nuys,14931 Oxnard Street,Van Nuys,CA,91411,USA,1-818-786-1651,1-818-786-0121,,Stephanie Gonzalez,,SC02,SC,US Hospitals
1109,VCA Southwest Michigan Animal Emergency Hospital and Veterinary Referral Center,SW Michigan,104 West Cork Street,Kalamazoo,MI,49001,USA,1-269-381-5228,1-269-381-6090,,Jennifer Reed,,CS04,CE,US Hospitals
1110,VCA Deer Creek Animal Hospital,Deer Creek/TX,813 E. FM 1187,Crowley,TX,76036,USA,1-817-297-6939,1-817-297-9095,,Sophia Dobbins,,SW01,SW,US Hospitals
1111,VCA Becker Animal Hospital and Pet Resort,Becker/TX,6515 West IH 10,San Antonio,TX,78201,USA,1-210-732-5148,1-210-732-5280,,Maggie Paz,Daniel Arrington,MSW04,MSW,US Hospitals
1112,VCA Regional Institute for Veterinary Emergencies and Referrals,RIVER,2132 Amnicola Hwy,Chattanooga,TN,37406,USA,1-423-698-4612,1-423-622-8145,,Donna Oster,Sallye Gregg,SES06,SE,US Hospitals
1113,VCA Gaide Animal Hospital,Gaide,539 North Blackstone St,Jackson,MI,49201,USA,1-517-787-3512,1-517-787-0399,,Katherine Neal,,C01,CE,US Hospitals
1114,VCA Chatsworth Veterinary Center,Chatsworth,21418 Devonshire Street,Chatsworth,CA,91311,USA,1-818-341-7770,1-818-341-3604,,Alicia Santana,Susan Milder,SC01,SC,US Hospitals
1115,VCA South Arundel Animal Hospital,Arundel,85 W Central Avenue,Edgewater,MD,21037,USA,1-410-956-2932,1-410-956-3755,,Kimberly Beverly,Francine Rattner,MA01,MA,US Hospitals
1116,VCA Parkcrest Animal Hospital and Pet Lodge,Parkcrest,700 W Republic Road,Springfield,MO,65807,USA,1-417-881-5327,1-417-823-7060,,Rebecca Drews-Mcgovern,Beverly Sherman,C06,CE,US Hospitals
1117,VCA Schaumburg Animal Hospital,Schaumburg,1614 W. Wise Rd.,Schaumburg,IL,60193,USA,1-847-895-7790,1-847-895-7857,,Jillian Naleck,Jeffrey Bloomberg,C06,CE,US Hospitals
1118,VCA Cherokee Animal Hospital,Cherokee,9630 Antioch Road,Overland Park,KS,66212,USA,1-913-649-0440,1-913-649-4998,,Kerry Meredith,Michael Stenstrom,C06,CE,US Hospitals
1119,VCA Oquirrh Hills Animal Hospital,Oquirrh Hills,5714 W 13400 S,Herriman,UT,84096,USA,1-801-446-5194,1-801-446-6343,,Pamela Mcnew,Robert Myrick,MSW02,MSW,US Hospitals
1120,VCA Animal Care Center of Chicago,ACC Chicago,1248 W Washington Blvd,Chicago,IL,60607,USA,1-312-243-6655,1-312-262-3987,,Kelly Gibbons,,C04,CE,US Hospitals
1122,VCA Lakeline Animal Hospital,Lakeline,"12010 Ranch Rd., 620 N.",Austin,TX,78750,USA,1-512-258-1155,1-512-918-3208,,Jeffrey Johnson,,MSW04,MSW,US Hospitals
1123,VCA All Pets Hospital,All Pets/CA,269 S. Van Ness Ave,San Francisco,CA,94103,USA,1-415-861-5725,1-415-431-0309,,Josephine Hao,Alexandria Herman,NC01,NC,US Hospitals
1124,VCA Del Lago Animal Hospital,Del Lago,"7349 N Via Paseo Del Sur, Suite 550",Scottsdale,AZ,85258,USA,1-480-951-9523,1-480-951-3416,,Katie Layton,Franklin Barnes,SW02,SW,US Hospitals
1126,VCA Woodford Boarding and Grooming,Woodford Boarding Grooming,1335 Lexington Road,Versailles,KY,40383,USA,1-859-873-1595,1-859-879-3761,,Amanda Berscheit,,C07,CE,US Hospitals
1127,VCA Animal Emergency Critical Care,AECC,165 Fort Evans Road NE,Leesburg,VA,20176,USA,1-703-777-5755,1-703-777-9968,,Linda Curtis,Glynis Mccorkle,MAS01,MA,US Hospitals
1128,VCA Veterinary Radiology Associates,VRA,165 Fort Evans Road NE,Leesburg,VA,20176,USA,1-703-777-5755,1-703-777-9968,,Linda Curtis,,MAS01,MA,US Hospitals
1129,VCA Animal Specialty Group,ASG,4641 Colorado Ave,Los Angeles,CA,90039,USA,1-818-244-7977,1-818-507-9418,,Steven Katz,Kirk Wendelburg,SCS01,SC,US Hospitals
1131,VCA Premier Animal Hospital and Pet Resort,Premier AH and Pet Resort,3651 E Whitestone Blvd,Cedar Park,TX,78613,USA,1-512-260-4000,1-512-260-4005,,Rose Schroeder,,MSW04,MSW,US Hospitals
1132,VCA Hometown Animal Hospital,Hometown,1001 FM 685,Pflugerville,TX,78660,USA,1-512-251-2242,1-512-251-7866,,Rose Schroeder,Meghan Minor Mcmillin,MSW04,MSW,US Hospitals
1133,VCA Farmingville Animal Hospital,Farmingville,840 Horseblock Rd.,Farmingville,NY,11738,USA,1-631-698-8000,1-631-698-2016,,Margaret Massaro,Richard Jacobson,NE05,NE,US Hospitals
1134,VCA Allendale Animal Hospital,Allendale,6161 Lake Michigan Dr.,Allendale,MI,49401,USA,1-616-895-7941,1-616-895-7980,,Dawn Vandyken,Tanya Fraser,C09,CE,US Hospitals
1135,VCA Brighton Animal Hospital,Brighton,695 E. Grand River Ave,Brighton,MI,48116,USA,1-810-227-4351,1-810-227-0447,,Janise Aubry,Steven Aubry,C09,CE,US Hospitals
1136,VCA Iris Animal Hospital,Iris,4975 River Road North,Keizer,OR,97303,USA,1-503-393-7462,1-503-393-7572,,Rebecca Gilkison,Natacha Staub,NW04,NWH,US Hospitals
